0-10,20-oct,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,Toxics commits avarage,Number of authors with toxic commits,Number of authors with toxic commits > 50%,Total commits,Total commits per day,Accumulated commits,Committers,suma,Committers Weight,classes,ncloc,functions,duplicated_lines,test_errors,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,directories,file_complexity,violations,duplicated_blocks,duplicated_files,lines,public_api,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating,%Toxicos
1,1,0,0,0,0,0,0,1,1,0.461264521,1,1,4,4,1833,1,1843,100,402,19568,2223,0,0,0,96.7,3481,2700,12.1,0,621,0,5.7,36,0,0,26498,0,13042,0,28,3,5,0,9843,97.9,2084,91,236,1,3,36,0,0,0,0,36,0,0,0,0,1,0,1,1687,48900,4,1,2
1,0,1,1,1,0,0,0,1,4,0.511027866,1,1,9,9,1829,2,1850,44.44444444,402,19568,2223,0,0,0,96.7,3481,2700,12.1,0,621,0,5.7,36,0,0,26498,0,13042,0,28,3,5,0,9843,97.9,2084,91,236,1,3,36,0,0,0,0,36,0,0,0,0,1,0,1,1687,48900,4,1,2
2,0,0,0,0,0,0,0,1,0,0.298158884,1,1,3,1.5,1820,1,1826.5,100,398,19491,2218,0,0,0,96.6,3474,2683,12.1,0,615,0,5.8,36,0,0,26377,0,12985,0,28,3,5,0,9799,97.8,2080,91,236,1,3,36,0,0,0,0,36,0,0,0,0,1,0,1,1686,46590,4,1,1
8,2,5,4,9,8,10,10,10,1,0.412303526,3,3,67,1.970588235,1817,4,1892.970588,3.770620581,1087,56159,6385,0,0,0,289.3,10063,7409,35.1,0,1750,0,17.5,114,0,0,75322,0,36763,0,90,9,15,0,27719,293.2,6123,271.8,747,3,9,114,0,0,0,0.011022056,114,0,0,0,0,3,0,3,4909,400860,12,3,2
2,0,1,1,1,0,0,0,1,0,0.147306045,1,1,6,2,1750,2,1761,44.44444444,360,18559,2104,0,0,0,96.4,3322,2409,11.5,0,582,0,5.8,38,0,0,24840,0,12104,0,30,3,5,0,9116,97.7,2022,90.5,249,1,3,38,0,0,0,0.024629329,38,0,0,0,0,1,0,1,1620,203010,4,1,1
2,0,0,0,1,1,2,3,2,0,0.525675037,2,2,11,5.5,1744,2,1764.5,46.28099174,360,18508,2098,0,0,0,96.3,3314,2393,11.4,0,582,0,5.8,38,0,0,24766,0,12074,0,30,3,5,0,9128,97.6,2020,90.4,249,1,3,38,0,0,0,0.025340834,38,0,0,0,0,1,0,1,1617,197310,4,1,3
3,1,1,0,1,1,2,0,3,2,0.453745467,2,2,14,7,1733,2,1758,48.97959184,1080,55472,6290,0,0,0,288.9,9935,7143,34.2,0,1746,0,17.4,114,0,0,74245,0,36239,0,90,9,15,0,27416,292.8,6055,271.2,744,3,9,114,0,0,0,0.076529027,114,0,0,0,0,3,0,3,4848,576240,12,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719,0,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719,0,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,1,1,2,0,1,0,2,2,0.269409806,2,2,16,2,1719,3,1742,14.42307692,646,35835,4243,0,0,0,192.5,6668,4175,20.8,0,774,0,17.8,39,0,0,46623,0,23134,0,31,3,5,0,17775,195.2,4014,180.8,253,2,6,39,0,0,0,0.048503612,39,0,0,0,0,2,0,2,3230,166440,8,2,1
0,0,0,0,1,1,0,1,1,1,0.618206501,2,2,5,0.833333333,1703,2,1712.833333,48,315,17459,2097,0,0,0,96.2,3289,2003,10.3,0,368,0,9.2,1,0,0,22685,0,11328,0,1,0,0,0,8711,97.5,1981,90.3,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1603,61770,4,1,3
2,0,2,1,2,1,1,0,0,7,0.479883015,2,2,16,4,1698,2,1722,30.46875,1258,69469,8380,0,0,0,384.4,13121,7874,40.7,0,1405,0,38.6,7,0,0,90052,0,45010,0,7,0,0,0,34678,389.6,7912,360.9,46,4,12,7,0,0,0,0.034097428,7,0,0,0,0,4,0,4,6396,195420,16,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,2,1,2,3,0,1,0.467129404,2,2,11,5.5,1682,2,1702.5,39.66942149,313,17184,2090,0,0,0,96.1,3273,1936,10.1,0,346,0,9.8,1,0,0,22266,0,11180,0,1,0,0,0,8628,97.4,1975,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1596,37530,4,1,2
1,0,1,1,0,0,0,0,1,7,0.671570344,1,1,11,11,1671,1,1695,100,939,51556,6270,0,0,0,288.3,9819,5808,30.3,0,1038,0,29.4,3,0,0,66802,0,33539,0,3,0,0,0,25883,292.2,5925,270.6,21,3,9,3,0,0,0,0,3,0,0,0,0,3,0,3,4788,127950,12,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0.615921319,1,1,1,1,1660,1,1664,100,313,17173,2088,0,0,0,96.1,3271,1936,10.1,0,346,0,9.8,1,0,0,22256,0,11174,0,1,0,0,0,8626,97.4,1975,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1596,42060,4,1,3
1,1,1,4,5,5,3,1,2,1,0.338693579,2,2,24,4,1659,4,1693,10.41666667,313,16813,2051,0,0,0,96.1,3231,1916,10.2,0,337,0,9.9,1,0,0,21804,0,11070,0,1,0,0,0,8597,97.4,1962,90.3,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1597,29730,4,1,2
0,3,0,2,1,1,0,3,11,4,0.642492065,4,4,25,2.5,1635,4,1670.5,11.29411765,1878,99978,12276,0,0,0,576.6,19344,11418,61.2,0,2022,0,59.4,6,0,0,129804,0,66198,0,6,0,0,0,51396,584.4,11760,541.8,42,6,18,6,0,0,0,0,6,0,0,0,0,6,0,6,9576,288960,24,6,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,4,1,0,0,1,0,0.174774483,2,2,8,2,1610,2,1624,37.5,313,16663,2046,0,0,0,96.1,3224,1903,10.2,0,337,0,9.9,1,0,0,21634,0,11033,0,1,0,0,0,8566,97.4,1960,90.3,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1596,53700,4,1,1
7,0,0,1,3,5,0,3,2,1,0.354706851,3,3,22,1.571428571,1602,3,1631.571429,27.27272727,622,32837,4066,0,0,0,192,6402,3771,20.6,0,674,0,19.7,2,0,0,42712,0,21880,0,2,0,0,0,17005,194.8,3910,180.5,14,2,6,2,0,0,0,0,2,0,0,0,0,2,0,2,3161,162480,8,2,2
2,0,0,0,0,0,0,0,1,1,0.459225535,1,1,4,4,1580,1,1590,100,309,16315,2025,0,0,0,96,3187,1875,10.3,0,337,0,9.8,1,0,0,21231,0,10887,0,1,0,0,0,8459,97.4,1950,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1573,81990,4,1,2
1,1,0,0,0,1,0,1,1,0,0.434301424,2,2,5,5,1576,2,1590,32,309,16315,2025,0,0,0,96,3187,1875,10.3,0,337,0,9.8,1,0,0,21231,0,10887,0,1,0,0,0,8459,97.4,1950,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1573,81990,4,1,2
0,0,1,0,0,0,0,0,1,0,0.444210827,1,1,2,2,1571,1,1577,100,309,16315,2025,0,0,0,96,3187,1875,10.3,0,337,0,9.8,1,0,0,21231,0,10887,0,1,0,0,0,8459,97.4,1950,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1573,81990,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
