0-10,20-oct,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,Toxics commits avarage,Number of authors with toxic commits,Number of authors with toxic commits > 50%,Total commits,Total commits per day,Accumulated commits,Committers,suma,Committers Weight,classes,ncloc,functions,duplicated_lines,test_errors,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,directories,file_complexity,violations,duplicated_blocks,duplicated_files,lines,public_api,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating,%Toxicos
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,4689,1,4691.333333,100,1082,160139,10180,6052,0,0,0,17799,14814,8.5,2.6,1661,0,12.4,4786,257,128,237266,0,38130,19,379,2780,1534,74,45446,0,0,0,30882,1,9,4786,0,0,0.6,0.068933824,3392,0,1364,0,4421,3,610,5,11048,195840,18,1,1
3,0,0,0,0,1,0,0,1,0,0.271776724,2,2,5,1.25,4688,2,4698.25,48,1082,160139,10180,6052,0,0,0,17799,14814,8.5,2.6,1661,0,12.4,4786,257,128,237266,0,38130,19,379,2780,1534,74,45446,0,0,0,30882,1,9,4786,0,0,0.6,0.068933824,3392,0,1364,0,4421,3,610,5,11048,195840,18,1,2
1,0,0,0,1,1,0,0,0,1,0.369866997,2,2,4,1.333333333,4683,3,4693.333333,30,1082,160149,10182,6052,0,0,0,17799,14822,8.5,2.6,1661,0,12.4,4812,257,128,237291,0,38126,19,399,2784,1536,74,45463,0,0,0,31072,1,9,4812,0,0,0.6,0.070257611,3416,0,1366,0,4421,3,610,5,11047,192150,18,1,2
6,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5,4679,2,4688.5,50,1082,160149,10182,6052,0,0,0,17799,14822,8.5,2.6,1661,0,12.4,4812,257,128,237291,0,38126,19,399,2784,1536,74,45463,0,0,0,31072,1,9,4812,0,0,0.6,0.070257611,3416,0,1366,0,4421,3,610,5,11047,192150,18,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4673,2,4679,50,1082,160149,10182,6052,0,0,0,17799,14822,8.5,2.6,1661,0,12.4,4762,257,128,237291,0,38126,19,398,2790,1537,18,45424,0,0,0,31025,1,9,4762,0,0,0.6,0.070257611,3365,0,1367,0,4436,3,610,5,11047,192150,24,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4671,0,4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,0.285687417,1,1,2,0.5,31323,2,31328.5,50,4643,312921,32525,3161,0,0,89.3,49487,16864,5.1,0.6,5178,0,9.8,5014,144,113,498793,0,83596,140,209,2258,1861,546,92664,91.1,22953,82.1,44049,1,106,4202,21,791,0.5,0,4992,0,22,0,150,3,0,1,20551,90,35,3,2
110,23,12,16,17,9,9,16,18,27,0.250714343,18,18,257,3.294871795,31321,25,31624.29487,0.904257193,4643,312921,32525,3161,0,0,89.3,49487,16864,5.1,0.6,5178,0,9.8,5033,144,113,498793,0,83596,141,209,2273,1864,546,92664,91.1,22953,82.1,44231,1,106,4221,21,791,0.5,0.13626141,5009,0,24,0,180,3,0,1,20551,680310,38,3,1
78,15,10,8,9,5,11,13,23,20,0.305118124,18,18,192,3.096774194,31064,24,31301.09677,1.241017817,5054,311126,32486,4296,0,0,89.5,48781,16285,5,0.9,5457,0,9.1,5747,213,164,500083,0,83637,140,228,2675,2066,638,97644,91.3,23192,82,50617,1,104,4743,23,981,0.5,0.370254485,5724,0,23,0,155,3,0,1,19748,95880,63,5,2
52,18,14,6,7,10,4,9,10,18,0.274748003,18,18,148,4.111111111,30872,23,31065.11111,1.669402455,5034,309414,32319,4264,0,0,89.3,48447,16291,5,0.9,5444,0,9.1,5287,213,164,497936,0,83157,140,215,2221,2072,639,97119,91.1,23071,81.7,42114,1,107,4275,23,989,0.5,0.303792164,5252,0,35,0,215,3,0,1,19600,47730,77,5,2
77,12,14,5,8,6,3,8,6,8,0.16274569,14,14,147,3.675,30724,25,30913.675,1.381642558,5019,307833,32237,4241,0,0,89.2,48274,16257,5,0.9,5413,0,9.1,5284,211,163,495529,0,82908,140,214,2207,2080,643,96816,91,22983,81.6,42054,1,105,4271,23,990,0.5,0.222949797,5251,0,33,0,195,3,0,1,19514,128280,77,5,1
84,23,23,17,20,13,11,15,22,21,0.257997597,15,15,249,3.661764706,30577,23,30867.66176,1.107636274,5007,305764,32121,4446,0,0,89.2,48048,16308,5.1,0.9,5381,0,9.1,5317,217,167,492605,0,82462,140,218,2243,2074,642,96333,91,22810,81.6,41982,1,106,4305,22,990,0.5,0.210196611,5287,0,30,0,150,3,0,1,19403,264990,75,5,1
79,22,9,8,14,11,12,12,11,12,0.23428927,18,18,190,2.878787879,30328,26,30564.87879,1.214998534,4969,305212,32257,4402,0,0,88.6,48141,16422,5.1,0.9,5284,0,9.3,5958,215,163,490091,0,82212,142,258,2445,2475,638,95471,90.3,22612,81.4,50633,1,99,4947,4,1007,0.6,0.193459852,5854,0,97,0,605,4,15,4,19404,298770,67,5,1
85,22,13,9,8,9,8,12,24,17,0.269439292,17,17,207,2.274725275,30138,27,30391.27473,0.939116368,4925,302197,31971,4575,0,0,89.2,47716,16381,5.1,0.9,5221,0,9.3,6127,221,169,485389,0,81894,165,225,2455,2643,639,95489,91,22650,81.6,50420,1,116,5104,4,1019,0.6,0.160775807,6024,0,96,0,590,4,15,4,19272,235110,76,1,1
72,15,19,7,7,18,10,16,10,18,0.282131632,19,19,192,2.909090909,29931,24,30168.90909,1.143232094,4880,300742,31878,4959,0,0,89,47622,16287,5.1,1,5179,0,9.4,6089,226,180,482433,0,81097,168,135,2372,2774,640,93916,90.8,22355,81.5,43090,1,123,5066,4,1019,0.5,0.335675802,5989,0,93,0,545,4,15,4,19226,426900,93,1,2
87,15,16,10,11,11,13,21,19,23,0.301727194,24,24,226,3.64516129,29739,31,30023.64516,0.841397823,4566,296140,31448,4205,0,0,88.7,47273,16142,5.2,0.9,4862,0,9.9,4384,178,143,469784,0,80041,166,114,2161,1296,647,90699,90.5,22188,81.6,41387,1,118,3352,4,1028,0.5,0.637431105,4326,0,51,0,375,3,15,4,19385,125190,108,1,2
86,26,19,8,9,13,9,18,26,20,0.29057061,17,17,234,3.295774648,29513,23,29790.29577,0.950412716,4060,206022,23948,3067,0,0,88.6,33049,15676,7.1,0.7,4868,0,9.2,3029,132,97,469205,0,65261,164,99,1128,937,701,90222,90.4,22135,81.5,32155,1,112,1923,4,1102,0.5,0.282227307,2971,0,51,0,375,3,15,4,12092,13110,104,1,2
88,24,13,10,16,8,14,12,15,20,0.247077838,17,17,220,3.492063492,29279,22,29541.49206,1.197898279,4536,291533,30992,4210,0,0,88.2,46517,16085,5.2,0.9,4772,0,9.9,3332,178,143,462831,0,78655,164,97,1236,1137,698,88676,89.9,22017,81.2,33868,1,118,2210,4,1118,0.4,0,3280,0,52,0,380,3,0,1,19161,780,106,1,1
0,1,1,1,0,1,0,0,1,0,0.286310863,2,2,5,5,29059,2,29073,48,4524,289786,30797,3917,0,0,88,46242,16118,5.3,0.9,4744,0,9.9,3397,164,140,460385,0,78261,163,100,1258,1153,723,88358,89.8,22031,81.1,34442,1,151,2224,5,1168,0.4,0.313855992,3337,0,60,0,500,3,0,1,19059,613020,105,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29054,0,29054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,18,9,13,9,6,6,19,16,11,0.279665613,5,5,163,0.594890511,17500,15,17683.59489,0.904495478,1340,117976,11289,5730,0,9,55.9,20705,33045,21.9,2.8,1151,0,18,4108,305,167,207203,0,52783,151,734,1114,544,1565,64602,59.3,19579,44.8,31384,1,0,4108,0,0,0.9,0,4009,0,87,0,1290,5,140,5,15827,60,42,5,2
37,8,3,7,4,2,2,2,3,10,0.207438811,5,5,78,1.5,17337,5,17426.5,4.19471466,1337,117268,11243,5567,0,11,55.9,20564,32953,21.9,2.7,1148,0,17.9,4350,301,166,206234,0,52416,153,730,1251,544,1672,64167,59.3,19389,44.7,74027,1,0,4350,0,0,2.1,0.534861509,4257,0,82,0,1215,5,125,5,15658,10470,34,5,1
8,2,1,1,0,0,2,0,3,3,0.335139942,4,4,20,1.333333333,17259,5,17289.33333,10.34482759,1334,116962,11218,5567,0,11,55.8,20507,32947,22,2.7,1145,0,17.9,4369,301,166,205830,0,52281,153,724,1259,568,1665,64016,59.2,19321,44.5,74184,1,0,4369,0,0,2.1,1.921079958,4279,0,83,0,1220,5,105,5,15578,9630,34,5,2
137,37,20,9,10,15,13,9,21,25,0.220550125,11,11,296,1.672316384,17239,15,17562.67232,0.588719191,1332,116708,11199,5529,0,11,55.8,20494,32913,22,2.7,1143,0,17.9,4525,299,164,205461,0,52252,152,729,1331,645,1668,63938,59.2,19333,44.5,75580,1,1,4525,0,0,2.2,4.69858156,4443,0,75,0,1180,4,105,5,15597,22560,35,1,1
104,25,9,17,13,9,14,7,12,19,0.208879596,7,7,229,1.25136612,16943,18,17198.25137,0.661746497,1324,115824,11088,5534,0,11,56.2,20280,32714,22,2.7,1138,0,17.8,3016,299,164,203935,0,51837,160,729,1201,610,316,63407,59.6,19131,44.8,72418,1,0,3016,0,0,2.1,1.839622642,2927,0,82,0,1279,5,105,5,15513,6360,64,1,1
12,4,1,1,1,4,2,0,1,4,0.273502318,4,4,30,1.764705882,16714,5,16754.76471,7.631874299,1311,114542,10994,5592,0,11,56.5,20056,32510,22.1,2.8,1129,0,17.8,2947,317,164,203137,0,51379,149,714,1174,599,311,63030,60,18911,44.9,72030,1,0,2947,0,0,2.1,1.535087719,2872,0,75,0,1217,5,0,1,15382,4560,64,1,2
42,8,9,4,4,3,4,6,7,12,0.267196135,6,6,99,2.911764706,16684,9,16800.91176,2.807000157,1311,114521,10993,5592,0,11,56.6,20051,32559,22.1,2.8,1129,0,17.8,2957,317,164,203190,0,51372,149,716,1176,606,310,63013,60.1,18893,44.9,72030,1,0,2957,0,0,2.1,1.725123409,2881,0,76,0,1232,5,0,1,15390,76980,64,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16585,0,16585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16370,1503693,137906,61777,0,89,302.8,270503,127414,78,27.7,13775,0,196.4,65090,3052,1339,2204296,0,618608,633,2610,56294,5013,540,829195,306.6,125898,291,441758,10,0,65090,0,0,9.6,15.47912206,64147,0,179,0,1869,46,10710,20,209831,2156130,587,50,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34152,2966956,279209,71755,0,26,311,544544,297070,228,40,29253,0,475.5,56039,3875,2085,4484222,0,1241628,1296,3085,42192,8545,921,400941,315.5,109341,297.1,449507,25,0,56039,0,0,13.3,11.52019991,53968,0,55,0,550,55,28365,50,410279,8827380,654,110,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13171,1107301,107348,35737,0,6,0,205264,114715,122,27.4,11237,0,244.6,18699,1904,1025,1692044,0,460670,751,2072,10383,4868,625,0,0,0,0,181858,13,0,18699,0,0,6.9,4.351660499,17109,0,405,0,3828,41,16710,26,147105,1424070,490,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,2,2,0,3,0,1,3,2,0.438573837,2,2,16,5.333333333,2148,2,2173.333333,42.96875,1818,94595,9354,0,0,0,389.2,14598,12229,45.8,0,2744,0,21.8,32,0,0,202275,0,56687,0,20,12,0,0,43707,392.8,8384,370.6,277,4,12,32,0,0,0,0.022547914,32,0,0,0,0,4,0,4,6705,106470,16,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132,0,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,3,3,0.905988966,1,1,7,7,2132,1,2148,100,1371,71445,7056,0,0,0,291.9,11010,9225,34.2,0,2061,0,16.5,24,0,0,152313,0,42825,0,15,9,0,0,32931,294.6,6306,278.1,207,3,9,24,0,0,0,0,24,0,0,0,0,3,0,3,5058,79020,12,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,1,0,0,1,0,0,1,0,0.185636342,1,1,8,4,2125,1,2139,100,457,23815,2352,0,0,0,97.3,3670,3075,11.4,0,687,0,5.5,8,0,0,50771,0,14275,0,5,3,0,0,10977,98.2,2102,92.7,69,1,3,8,0,0,0,0,8,0,0,0,0,1,0,1,1686,26310,4,1,1
13,2,1,12,4,8,7,10,4,3,0.354579002,2,2,64,1.488372093,2117,3,2187.488372,8.217131474,2270,118606,11724,0,0,0,485.6,18287,15170,56.7,0,3403,0,27.5,58,0,0,233946,0,70927,0,43,15,0,0,54515,490.3,10442,461.3,459,5,15,58,0,0,0,0,58,0,0,0,0,5,0,5,8436,368070,20,5,2
1,0,3,2,0,1,0,2,2,1,0.385458509,2,2,12,1.333333333,2053,2,2070.333333,48.61111111,792,40142,4536,0,0,0,193.4,7112,5460,24,0,1228,0,11.8,24,0,0,54092,0,26446,0,18,6,0,0,20048,195.6,4188,183,194,2,6,24,0,0,0,0,24,0,0,0,0,2,0,2,3418,29910,8,2,2
1,0,0,0,1,0,1,0,1,0,0.38262254,2,2,4,4,2041,2,2053,37.5,396,20071,2268,0,0,0,96.7,3556,2730,12,0,614,0,5.9,12,0,0,27046,0,13223,0,9,3,0,0,10024,97.8,2094,91.5,97,1,3,12,0,0,0,0,12,0,0,0,0,1,0,1,1709,14910,4,1,2
3,0,0,1,6,1,2,0,3,1,0.319537387,2,2,17,1.545454545,2037,2,2059.545455,48.44290657,1188,60227,6807,0,0,0,290.1,10666,8181,36,0,1842,0,17.7,36,0,0,81131,0,39653,0,27,9,0,0,30065,293.4,6276,274.5,291,3,9,36,0,0,0,0,36,0,0,0,0,3,0,3,5119,59700,12,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,0.614454468,1,1,3,3,2020,1,2028,100,396,20138,2266,0,0,0,96.7,3549,2724,11.9,0,614,0,5.9,12,0,0,27100,0,13198,0,9,3,0,0,10004,97.8,2090,91.5,97,1,3,12,0,0,0,0,12,0,0,0,0,1,0,1,1703,18180,4,1,2
2,1,0,0,0,0,0,0,7,2,0.674141248,1,1,12,12,2017,1,2043,100,1980,100593,11327,0,0,0,483.5,17736,13612,59.5,0,3070,0,29.5,60,0,0,135397,0,65940,0,45,15,0,0,49962,489,10438,457.5,485,5,15,60,0,0,0,0,60,0,0,0,0,5,0,5,8500,87120,20,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,2,0,1,0,1,10,3,0.681318434,2,2,19,19,2005,2,2047,26.59279778,2376,120665,13593,0,0,0,580.2,21278,16329,71.4,0,3684,0,35.4,72,0,0,162434,0,79132,0,54,18,0,0,59953,586.8,12520,549,582,6,18,72,0,0,0,0,72,0,0,0,0,6,0,6,10196,102300,24,6,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,6,4,0.820852453,1,1,11,11,1986,1,2010,100,1188,60327,6801,0,0,0,290.1,10644,8172,35.7,0,1842,0,17.7,36,0,0,81231,0,39564,0,27,9,0,0,29955,293.4,6258,274.5,291,3,9,36,0,0,0,0,36,0,0,0,0,3,0,3,5098,50850,12,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0.173089306,1,1,3,1.5,1975,2,1982.5,44.44444444,396,20104,2267,0,0,0,96.7,3546,2724,11.9,0,614,0,5.9,12,0,0,27072,0,13184,0,9,3,0,0,9989,97.8,2086,91.5,97,1,3,12,0,0,0,0,12,0,0,0,0,1,0,1,1696,18150,4,1,1
4,1,1,1,0,1,0,2,3,2,0.437605476,2,2,15,7.5,1972,3,1999.5,15.25423729,1188,60165,6756,0,0,0,290.1,10599,8160,35.7,0,1842,0,17.7,36,0,0,81003,0,39450,0,27,9,0,0,29934,293.4,6270,273.9,291,3,9,36,0,0,0,0,36,0,0,0,0,3,0,3,5094,45360,12,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,0,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,0,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,1,0.468519648,1,1,3,3,1957,1,1965,100,802,40312,4542,0,0,0,193.4,7126,5496,24,0,1240,0,11.8,24,0,0,54366,0,26568,0,18,6,0,0,20202,195.6,4240,183,194,2,6,24,0,0,0,0,24,0,0,0,0,2,0,2,3412,23520,8,2,2
3,1,0,1,2,2,3,1,0,5,0.469538795,3,3,18,1.384615385,1954,3,1979.384615,22.10526316,1199,60142,6785,0,0,0,290.1,10640,8208,36,0,1856,0,17.5,45,0,0,81119,0,39623,0,36,9,0,0,30106,293.4,6314,274.3,468,3,9,45,0,0,0,0,45,0,0,0,0,3,0,3,5150,24960,12,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,0,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,1,1,3,0.627840587,1,1,7,7,1936,2,1953,24.48979592,399,19999,2257,0,0,0,96.7,3539,2730,12,0,618,0,5.8,15,0,0,26974,0,13173,0,12,3,0,0,10006,97.8,2098,91.4,156,1,3,15,0,0,0,0,15,0,0,0,0,1,0,1,1710,6720,4,1,3
2,0,0,0,1,0,0,0,2,4,0.609049479,1,1,9,3,1929,1,1943,100,798,39984,4514,0,0,0,193.4,7078,5466,24,0,1236,0,11.6,32,0,0,53930,0,26338,0,26,6,0,0,19986,195.6,4200,182.6,332,2,6,32,0,0,0,0,32,0,0,0,0,2,0,2,3446,7500,8,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,0,3,2,0,0,0,3,0.318330944,2,2,12,1.714285714,1920,2,1937.714286,48.61111111,399,19947,2248,0,0,0,96.6,3528,2729,12,0,617,0,5.8,16,0,0,26910,0,13138,0,13,3,0,0,9984,97.8,2100,91,166,1,3,16,0,0,0,0,16,0,0,0,0,1,0,1,1717,19290,4,1,2
4,0,1,1,1,1,0,2,4,8,0.575000113,2,2,22,11,1908,2,1945,29.75206612,2793,139643,15736,0,0,0,675.5,24717,19040,84,0,4319,0,40.6,259,0,0,188405,0,91987,0,196,28,35,0,69951,683.9,14742,635.6,1792,7,21,252,7,0,0,0,259,0,0,0,0,7,0,7,12061,178290,28,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,1,4,1,5,4,4,1,7,0.493345499,2,2,32,1.777777778,1886,2,1923.777778,49.8046875,1995,99710,11235,0,0,0,482.8,17645,13570,60,0,3085,0,29,182,0,0,134508,0,65665,0,140,17,25,0,49650,488.8,10530,454,1220,5,15,182,0,0,0,0,182,0,0,0,0,5,0,5,8610,176880,20,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,0,1,0,2,1,3,0.520236449,3,3,11,1.833333333,1854,4,1873.833333,13.75921376,399,19589,2220,0,0,0,96.6,3488,2700,12.1,0,616,0,5.8,36,0,0,26498,0,13004,0,28,3,5,0,9800,97.8,2082,91,236,1,3,36,0,0,0,0,36,0,0,0,0,1,0,1,1702,29850,4,1,2
3,0,0,0,1,2,0,0,2,2,0.476474094,2,2,10,0.833333333,1843,2,1857.833333,48,804,39143,4447,0,0,0,193.4,6964,5401,24.2,0,1242,0,11.4,72,0,0,53006,0,26083,0,56,6,10,0,19683,195.8,4166,182,472,2,6,72,0,0,0,0,72,0,0,0,0,2,0,2,3371,78150,8,2,2
